# 学生表：id|name|gender|phone|collegeCode|major|className|currentBuilding|currentRoom
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
24011101|24011101|女||01|金属材料工程|240111|01B栋|101
24011102|24011102|女||01|金属材料工程|240111|01B栋|101
24011103|24011103|女||01|金属材料工程|240111|01B栋|101
24011104|24011104|女||01|金属材料工程|240111|01B栋|101
24011105|24011105|女||01|金属材料工程|240111|01B栋|102
24011106|24011106|女||01|金属材料工程|240111|01B栋|102
24011107|24011107|女||01|金属材料工程|240111|01B栋|102
24011108|24011108|女||01|金属材料工程|240111|01B栋|102
24011109|24011109|男||01|金属材料工程|240111|01A栋|101
24011110|24011110|男||01|金属材料工程|240111|01A栋|101
24011111|24011111|男||01|金属材料工程|240111|01A栋|101
24011112|24011112|男||01|金属材料工程|240111|01A栋|101
24011113|24011113|男||01|金属材料工程|240111|01A栋|102
24011114|24011114|男||01|金属材料工程|240111|01A栋|102
24011115|24011115|男||01|金属材料工程|240111|01A栋|102
24011116|24011116|男||01|金属材料工程|240111|01A栋|102
24011117|24011117|男||01|金属材料工程|240111|01A栋|103
24011118|24011118|男||01|金属材料工程|240111|01A栋|103
24011119|24011119|男||01|金属材料工程|240111|01A栋|103
24011120|24011120|男||01|金属材料工程|240111|01A栋|103
24011121|24011121|男||01|金属材料工程|240111|01A栋|104
24011122|24011122|男||01|金属材料工程|240111|01A栋|104
24011123|24011123|男||01|金属材料工程|240111|01A栋|104
24011124|24011124|男||01|金属材料工程|240111|01A栋|104
24011125|24011125|男||01|金属材料工程|240111|01A栋|105
24011126|24011126|男||01|金属材料工程|240111|01A栋|105
24011127|24011127|男||01|金属材料工程|240111|01A栋|105
24011128|24011128|男||01|金属材料工程|240111|01A栋|105
24011129|24011129|男||01|金属材料工程|240111|01A栋|106
24011130|24011130|男||01|金属材料工程|240111|01A栋|106
24011131|24011131|男||01|金属材料工程|240111|01A栋|106
24011132|24011132|男||01|金属材料工程|240111|01A栋|106
24011133|24011133|男||01|金属材料工程|240111|01A栋|107
24011134|24011134|男||01|金属材料工程|240111|01A栋|107
24011135|24011135|男||01|金属材料工程|240111|01A栋|107
24011136|24011136|男||01|金属材料工程|240111|01A栋|107
24011137|24011137|男||01|金属材料工程|240111|01A栋|108
24011138|24011138|男||01|金属材料工程|240111|01A栋|108
24011139|24011139|男||01|金属材料工程|240111|01A栋|108
24011140|24011140|男||01|金属材料工程|240111|01A栋|108
24011201|24011201|女||01|金属材料工程|240112|01B栋|103
24011202|24011202|女||01|金属材料工程|240112|01B栋|103
24011203|24011203|女||01|金属材料工程|240112|01B栋|103
24011204|24011204|女||01|金属材料工程|240112|01B栋|103
24011205|24011205|女||01|金属材料工程|240112|01B栋|104
24011206|24011206|女||01|金属材料工程|240112|01B栋|104
24011207|24011207|女||01|金属材料工程|240112|01B栋|104
24011208|24011208|女||01|金属材料工程|240112|01B栋|104
24011209|24011209|男||01|金属材料工程|240112|01A栋|109
24011210|24011210|男||01|金属材料工程|240112|01A栋|109
24011211|24011211|男||01|金属材料工程|240112|01A栋|109
24011212|24011212|男||01|金属材料工程|240112|01A栋|109
24011213|24011213|男||01|金属材料工程|240112|01A栋|110
24011214|24011214|男||01|金属材料工程|240112|01A栋|110
24011215|24011215|男||01|金属材料工程|240112|01A栋|110
24011216|24011216|男||01|金属材料工程|240112|01A栋|110
24011217|24011217|男||01|金属材料工程|240112|01A栋|111
24011218|24011218|男||01|金属材料工程|240112|01A栋|111
24011219|24011219|男||01|金属材料工程|240112|01A栋|111
24011220|24011220|男||01|金属材料工程|240112|01A栋|111
24011221|24011221|男||01|金属材料工程|240112|01A栋|112
24011222|24011222|男||01|金属材料工程|240112|01A栋|112
24011223|24011223|男||01|金属材料工程|240112|01A栋|112
24011224|24011224|男||01|金属材料工程|240112|01A栋|112
24011225|24011225|男||01|金属材料工程|240112|01A栋|113
24011226|24011226|男||01|金属材料工程|240112|01A栋|113
24011227|24011227|男||01|金属材料工程|240112|01A栋|113
24011228|24011228|男||01|金属材料工程|240112|01A栋|113
24011229|24011229|男||01|金属材料工程|240112|01A栋|114
24011230|24011230|男||01|金属材料工程|240112|01A栋|114
24011231|24011231|男||01|金属材料工程|240112|01A栋|114
24011232|24011232|男||01|金属材料工程|240112|01A栋|114
24011233|24011233|男||01|金属材料工程|240112|01A栋|115
24011234|24011234|男||01|金属材料工程|240112|01A栋|115
24011235|24011235|男||01|金属材料工程|240112|01A栋|115
24011236|24011236|男||01|金属材料工程|240112|01A栋|115
24011237|24011237|男||01|金属材料工程|240112|01A栋|116
24011238|24011238|男||01|金属材料工程|240112|01A栋|116
24011239|24011239|男||01|金属材料工程|240112|01A栋|116
24011240|24011240|男||01|金属材料工程|240112|01A栋|116
24011301|24011301|女||01|金属材料工程|240113|01B栋|105
24011302|24011302|女||01|金属材料工程|240113|01B栋|105
24011303|24011303|女||01|金属材料工程|240113|01B栋|105
24011304|24011304|女||01|金属材料工程|240113|01B栋|105
24011305|24011305|女||01|金属材料工程|240113|01B栋|106
24011306|24011306|女||01|金属材料工程|240113|01B栋|106
24011307|24011307|女||01|金属材料工程|240113|01B栋|106
24011308|24011308|女||01|金属材料工程|240113|01B栋|106
